"Model","Table","Relation","Target model","FK columns","Referenced columns","Schema onDelete","Schema onUpdate","Migration onDelete","Migration onUpdate","Migration file","Composite tenant FK"
"ServiceRequest","service_requests","sale","Sale","sale_id","id","implicit","implicit","SET NULL","CASCADE","20260831180000_initial/migration.sql","present"
"ServiceRequest","service_requests","serviceSale","Sale","service_sale_id","id","implicit","implicit","SET NULL","CASCADE","20260831180000_initial/migration.sql","present"
"ServiceRequest","service_requests","serial","ProductSerial","serial_id","id","implicit","implicit","SET NULL","CASCADE","20260831180000_initial/migration.sql","present"
"ServiceRequest","service_requests","creator","User","created_by","id","implicit","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"ServiceRequestPart","service_request_parts","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"ServiceRequestPart","service_request_parts","serviceRequest","ServiceRequest","service_request_id","id","implicit","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"ServiceRequestPart","service_request_parts","product","Product","product_id","id","implicit","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"ServiceRequestPart","service_request_parts","consumedEvent","BusinessEvent","consumed_event_id","id","implicit","implicit","SET NULL","CASCADE","20260831180000_initial/migration.sql","present"
"ServiceEvent","service_events","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"ServiceEvent","service_events","serviceRequest","ServiceRequest","service_request_id","id","implicit","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"ServiceEvent","service_events","creator","User","created_by","id","implicit","implicit","SET NULL","CASCADE","20260831180000_initial/migration.sql","present"
"WarrantyClaim","warranty_claims","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"WarrantyClaim","warranty_claims","serviceRequest","ServiceRequest","service_request_id","id","implicit","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"WarrantyClaim","warranty_claims","replacementSerial","ProductSerial","replacement_serial_id","id","implicit","implicit","SET NULL","CASCADE","20260831180000_initial/migration.sql","present"
"WarrantyClaim","warranty_claims","approver","User","approved_by","id","implicit","implicit","SET NULL","CASCADE","20260831180000_initial/migration.sql","present"
"LeadSubject","lead_subjects","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"LeadSource","lead_sources","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"LeadStatus","lead_statuses","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"Lead","leads","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"Lead","leads","branch","Branch","branch_id","id","implicit","implicit","SET NULL","CASCADE","20260831180000_initial/migration.sql","present"
"Lead","leads","subject","LeadSubject","subject_id","id","implicit","implicit","SET NULL","CASCADE","20260831180000_initial/migration.sql","present"
"Lead","leads","source","LeadSource","source_id","id","implicit","implicit","SET NULL","CASCADE","20260831180000_initial/migration.sql","present"
"Lead","leads","status","LeadStatus","status_id","id","implicit","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"Lead","leads","assignee","User","assigned_to","id","implicit","implicit","SET NULL","CASCADE","20260831180000_initial/migration.sql","present"
"Lead","leads","convertedCustomer","Customer","converted_customer_id","id","implicit","implicit","SET NULL","CASCADE","20260831180000_initial/migration.sql","present"
"Lead","leads","creator","User","created_by","id","implicit","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"LeadActivity","lead_activities","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"LeadActivity","lead_activities","lead","Lead","lead_id","id","implicit","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"LeadActivity","lead_activities","creator","User","created_by","id","implicit","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"GiftCard","gift_cards","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"GiftCard","gift_cards","issuer","User","issued_by","id","implicit","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"Department","departments","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"Designation","designations","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"Employee","employees","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"Employee","employees","user","User","user_id","id","implicit","implicit","SET NULL","CASCADE","20260831180000_initial/migration.sql","present"
"Employee","employees","branch","Branch","branch_id","id","implicit","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"Employee","employees","department","Department","department_id","id","implicit","implicit","SET NULL","CASCADE","20260831180000_initial/migration.sql","present"
"Employee","employees","designation","Designation","designation_id","id","implicit","implicit","SET NULL","CASCADE","20260831180000_initial/migration.sql","present"
"PayrollRun","payroll_runs","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"PayrollRun","payroll_runs","branch","Branch","branch_id","id","implicit","implicit","SET NULL","CASCADE","20260831180000_initial/migration.sql","present"
"PayrollRun","payroll_runs","approver","User","approved_by","id","implicit","implicit","SET NULL","CASCADE","20260831180000_initial/migration.sql","present"
"PayrollRun","payroll_runs","creator","User","created_by","id","implicit","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"Notification","notifications","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"OutboxEvent","outbox_events","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"OutboxEvent","outbox_events","businessEvent","BusinessEvent","business_event_id","id","implicit","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"WebhookEndpoint","webhook_endpoints","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"WebhookDelivery","webhook_deliveries","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"WebhookDelivery","webhook_deliveries","webhookEndpoint","WebhookEndpoint","webhook_endpoint_id","id","implicit","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"WebhookDelivery","webhook_deliveries","outboxEvent","OutboxEvent","outbox_event_id","id","implicit","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"ImportJob","import_jobs","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"ImportJobError","import_job_errors","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"ImportJobError","import_job_errors","importJob","ImportJob","import_job_id","id","Cascade","implicit","CASCADE","CASCADE","20260831180000_initial/migration.sql","present"
"OfflineCommand","offline_commands","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"OfflineSyncBatch","offline_sync_batches","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"AccountTransfer","account_transfers","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"AccountTransfer","account_transfers","branch","Branch","branch_id","id","implicit","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"AccountTransfer","account_transfers","fromFinancialAccount","FinancialAccount","from_financial_account_id","id","implicit","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"AccountTransfer","account_transfers","toFinancialAccount","FinancialAccount","to_financial_account_id","id","implicit","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"AccountTransfer","account_transfers","fromCurrency","Currency","from_currency_code","code","implicit","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","N/A"
"AccountTransfer","account_transfers","toCurrency","Currency","to_currency_code","code","implicit","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","N/A"
"AccountTransfer","account_transfers","journalEntry","JournalEntry","journal_entry_id","id","implicit","implicit","SET NULL","CASCADE","20260831180000_initial/migration.sql","present"
"AccountTransfer","account_transfers","reversalOf","AccountTransfer","reversal_of_id","id","implicit","implicit","SET NULL","CASCADE","20260831180000_initial/migration.sql","present"
"AccountTransfer","account_transfers","creator","User","created_by","id","implicit","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"AccountTransfer","account_transfers","approver","User","approved_by","id","implicit","implicit","SET NULL","CASCADE","20260831180000_initial/migration.sql","present"
"CustomerAdvanceLedger","customer_advance_ledger","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"CustomerAdvanceLedger","customer_advance_ledger","customer","Customer","customer_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"CustomerAdvanceLedger","customer_advance_ledger","payment","Payment","payment_id","id","Restrict","Restrict","RESTRICT","RESTRICT","20260831180000_initial/migration.sql","present"
"CustomerAdvanceLedger","customer_advance_ledger","saleReturn","SaleReturn","sale_return_id","id","Restrict","Restrict","RESTRICT","RESTRICT","20260831180000_initial/migration.sql","present"
"CustomerAdvanceLedger","customer_advance_ledger","businessEvent","BusinessEvent","event_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"CustomerAdvanceLedger","customer_advance_ledger","creator","User","created_by","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"SupplierAdvanceLedger","supplier_advance_ledger","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"SupplierAdvanceLedger","supplier_advance_ledger","supplier","Supplier","supplier_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"SupplierAdvanceLedger","supplier_advance_ledger","payment","Payment","payment_id","id","Restrict","Restrict","RESTRICT","RESTRICT","20260831180000_initial/migration.sql","present"
"SupplierAdvanceLedger","supplier_advance_ledger","purchaseReturn","PurchaseReturn","purchase_return_id","id","Restrict","Restrict","RESTRICT","RESTRICT","20260831180000_initial/migration.sql","present"
"SupplierAdvanceLedger","supplier_advance_ledger","businessEvent","BusinessEvent","event_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"SupplierAdvanceLedger","supplier_advance_ledger","creator","User","created_by","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"WithholdingTransaction","withholding_transactions","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"WithholdingTransaction","withholding_transactions","payment","Payment","payment_id","id","implicit","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"WithholdingTransaction","withholding_transactions","withholdingRule","WithholdingRule","withholding_rule_id","id","implicit","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"WithholdingTransaction","withholding_transactions","supplier","Supplier","supplier_id","id","implicit","implicit","SET NULL","CASCADE","20260831180000_initial/migration.sql","present"
"WithholdingTransaction","withholding_transactions","customer","Customer","customer_id","id","implicit","implicit","SET NULL","CASCADE","20260831180000_initial/migration.sql","present"
"ExpenseItemTax","expense_item_taxes","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"ExpenseItemTax","expense_item_taxes","expenseItem","ExpenseItem","expense_item_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"ExpenseItemTax","expense_item_taxes","taxComponent","TaxComponent","tax_component_id","id","implicit","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"ExpenseAttachment","expense_attachments","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"ExpenseAttachment","expense_attachments","expense","Expense","expense_id","id","implicit","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"ExpenseAttachment","expense_attachments","uploader","User","uploaded_by","id","implicit","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"GiftCardTransaction","gift_card_transactions","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"GiftCardTransaction","gift_card_transactions","giftCard","GiftCard","gift_card_id","id","implicit","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"Coupon","coupons","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"CouponRedemption","coupon_redemptions","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"CouponRedemption","coupon_redemptions","coupon","Coupon","coupon_id","id","implicit","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"CouponRedemption","coupon_redemptions","sale","Sale","sale_id","id","implicit","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"RewardPointTransaction","reward_point_transactions","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"RewardPointTransaction","reward_point_transactions","customer","Customer","customer_id","id","implicit","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"RewardPointTransaction","reward_point_transactions","sale","Sale","sale_id","id","implicit","implicit","SET NULL","CASCADE","20260831180000_initial/migration.sql","present"
"RewardPointConsumption","reward_point_consumptions","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"RewardPointConsumption","reward_point_consumptions","customer","Customer","customer_id","id","implicit","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"RewardPointConsumption","reward_point_consumptions","earnTxn","RewardPointTransaction","earn_transaction_id","id","implicit","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"RewardPointConsumption","reward_point_consumptions","consumeTxn","RewardPointTransaction","consume_transaction_id","id","implicit","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"Holiday","holidays","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"Holiday","holidays","branch","Branch","branch_id","id","implicit","implicit","SET NULL","CASCADE","20260831180000_initial/migration.sql","present"
"LeaveType","leave_types","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"LeaveRequest","leave_requests","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"LeaveRequest","leave_requests","employee","Employee","employee_id","id","implicit","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"LeaveRequest","leave_requests","leaveType","LeaveType","leave_type_id","id","implicit","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"PayrollComponent","payroll_components","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"PayrollComponent","payroll_components","account","ChartOfAccount","account_id","id","implicit","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"PayrollItemComponent","payroll_item_components","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"PayrollItemComponent","payroll_item_components","payrollComponent","PayrollComponent","payroll_component_id","id","implicit","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"PayrollItemComponent","payroll_item_components","payrollItem","PayrollItem","payroll_item_id","id","implicit","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"AttendanceRecord","attendance_records","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"AttendanceRecord","attendance_records","employee","Employee","employee_id","id","implicit","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"PayrollItem","payroll_items","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"PayrollItem","payroll_items","payrollRun","PayrollRun","payroll_run_id","id","implicit","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"PayrollItem","payroll_items","employee","Employee","employee_id","id","implicit","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"CommunicationConsent","communication_consents","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"CommunicationConsent","communication_consents","customer","Customer","customer_id","id","implicit","implicit","SET NULL","CASCADE","20260831180000_initial/migration.sql","present"
"CommunicationConsent","communication_consents","supplier","Supplier","supplier_id","id","implicit","implicit","SET NULL","CASCADE","20260831180000_initial/migration.sql","present"
"CommunicationCampaign","communication_campaigns","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"CommunicationCampaign","communication_campaigns","template","CommunicationTemplate","template_id","id","implicit","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"CommunicationCampaign","communication_campaigns","creator","User","created_by","id","implicit","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"CommunicationCampaign","communication_campaigns","approver","User","approved_by","id","implicit","implicit","SET NULL","CASCADE","20260831180000_initial/migration.sql","present"
"CommunicationCampaignRecipient","communication_campaign_recipients","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"CommunicationCampaignRecipient","communication_campaign_recipients","campaign","CommunicationCampaign","campaign_id","id","implicit","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"CommunicationCampaignRecipient","communication_campaign_recipients","customer","Customer","customer_id","id","implicit","implicit","SET NULL","CASCADE","20260831180000_initial/migration.sql","present"
"OutboundMessage","outbound_messages","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"OutboundMessage","outbound_messages","template","CommunicationTemplate","template_id","id","implicit","implicit","SET NULL","CASCADE","20260831180000_initial/migration.sql","present"
"UserNotification","user_notifications","notification","Notification","notification_id","id","Cascade","implicit","CASCADE","CASCADE","20260831180000_initial/migration.sql","N/A"
"UserNotification","user_notifications","user","User","user_id","id","Cascade","implicit","CASCADE","CASCADE","20260831180000_initial/migration.sql","N/A"
"PrintJob","print_jobs","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"PrintJob","print_jobs","requester","User","requested_by","id","implicit","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"StockBudgetLease","stock_budget_leases","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"StockBudgetLease","stock_budget_leases","branch","Branch","branch_id","id","implicit","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"StockBudgetLease","stock_budget_leases","device","Device","device_id","id","implicit","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"StockBudgetLease","stock_budget_leases","product","Product","product_id","id","implicit","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"StockBudgetLease","stock_budget_leases","warehouse","Warehouse","warehouse_id","id","implicit","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"RiskAssessment","risk_assessments","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"RiskAssessment","risk_assessments","requestEvent","BusinessEvent","request_event_id","id","implicit","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"DataSubjectRequest","data_subject_requests","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"DataSubjectRequest","data_subject_requests","customer","Customer","customer_id","id","implicit","implicit","SET NULL","CASCADE","20260831180000_initial/migration.sql","present"
"LegalHold","legal_holds","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"LegalHold","legal_holds","declarer","User","declared_by","id","implicit","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"RiskAssessmentOutcome","risk_assessment_outcomes","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"RiskAssessmentOutcome","risk_assessment_outcomes","riskAssessment","RiskAssessment","risk_assessment_id","id","Cascade","implicit","CASCADE","CASCADE","20260831180000_initial/migration.sql","present"
"CurrencyRevaluation","currency_revaluations","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"FixedAsset","fixed_assets","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"FixedAsset","fixed_assets","category","FixedAssetCategory","category_id","id","implicit","implicit","SET NULL","CASCADE","20260831180000_initial/migration.sql","present"
"FixedAsset","fixed_assets","branch","Branch","branch_id","id","implicit","implicit","SET NULL","CASCADE","20260831180000_initial/migration.sql","present"
"FixedAssetCategory","fixed_asset_categories","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"FixedAssetDepreciation","fixed_asset_depreciation","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"FixedAssetDepreciation","fixed_asset_depreciation","fixedAsset","FixedAsset","fixed_asset_id","id","Cascade","implicit","CASCADE","CASCADE","20260831180000_initial/migration.sql","present"
"BankReconciliation","bank_reconciliations","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"BankReconciliation","bank_reconciliations","financialAccount","FinancialAccount","financial_account_id","id","implicit","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","present"
"BankReconciliationLine","bank_reconciliation_lines","company","Company","company_id","id","Restrict","implicit","RESTRICT","CASCADE","20260831180000_initial/migration.sql","NOT FOUND"
"BankReconciliationLine","bank_reconciliation_lines","reconciliation","BankReconciliation","reconciliation_id","id","Cascade","implicit","CASCADE","CASCADE","20260831180000_initial/migration.sql","present"
